"Index"	"T2"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"392"	"392"	"1.54560861563609"	"SRGN|5552"	"MRTO4|51154"	"SFRS3|6428"	"MFN2|9927"	"MTOR|2475"	"ZZEF1|23140"	"CAND1|55832"	"GNA15|2769"
"393"	"393"	"1.31122308572115"	"FRMD4B|23150"	"KLF15|28999"	"JAM3|83700"	"LAT2|7462"	"TGFB3|7043"	"MICALL1|85377"	"EID1|23741"	"HNMT|3176"
"394"	"394"	"1.36817143768426"	"ZEB1|6935"	"CD248|57124"	"RRN3|54700"	"RBM34|23029"	"TIA1|7072"	"MGAT4B|11282"	"PPP2R5E|5529"	"VEGFA|7422"
"395"	"395"	"1.29500372049724"	"ATXN7L3|56970"	"VASH1|22846"	"SLC16A5|9121"	"HIF3A|64344"	"APOL4|80832"	"GTPBP2|54676"	"ATP7A|538"	"PCSK6|5046"
"396"	"396"	"1.46696069288256"	"RCN1|5954"	"NR4A3|8013"	"YWHAE|7531"	"C1QBP|708"	"IQSEC1|9922"	"C5orf51|285636"	"FOXP4|116113"	"MOCS1|4337"
"397"	"397"	"1.32462251965214"	"KCTD12|115207"	"CPD|1362"	"NUPL2|11097"	"MAGED4B|81557"	"COL4A5|1287"	"MTMR14|64419"	"ERGIC1|57222"	"RNF220|55182"
"398"	"398"	"1.48217485359574"	"MUC16|94025"	"C9orf24|84688"	"DCTPP1|79077"	"LUC7L3|51747"	"KIAA1217|56243"	"CACNG4|27092"	"DDX17|10521"	"RAP1GAP|5909"
"399"	"399"	"1.35719014725386"	"AKT3|10000"	"MITF|4286"	"PLOD2|5352"	"PNRC1|10957"	"NMNAT2|23057"	"SSPN|8082"	"MUL1|79594"	"CDYL|9425"
"400"	"400"	"1.62906104515615"	"PIGU|128869"	"DYNLRB1|83658"	"REV3L|5980"	"FLRT3|23767"	"ITPR3|3710"	"RPL10|6134"	"MRPL54|116541"	"SLC23A2|9962"
"401"	"401"	"1.2847462863428"	"SPINT1|6692"	"DARS|1615"	"LAMA3|3909"	"LMBRD1|55788"	"ANGEL2|90806"	"ABHD3|171586"	"CCM2|83605"	"MIER2|54531"
"402"	"402"	"1.32806867307772"	"CASP1|834"	"TBC1D1|23216"	"SNX25|83891"	"TCF19|6941"	"IFI16|3428"	"CRYZ|1429"	"BMP2|650"	"LOC253039|253039"
"403"	"403"	"1.52812951222434"	"PFDN6|10471"	"GBF1|8729"	"RING1|6015"	"CHP|11261"	"C1orf172|126695"	"METTL2A|339175"	"ANKRD10|55608"	"ITGB1BP1|9270"
"404"	"404"	"1.27042299450201"	"AP1S2|8905"	"AMZ2|51321"	"CYP4B1|1580"	"NGRN|51335"	"MESDC2|23184"	"CPSF1|29894"	"WNT5A|7474"	"ECHS1|1892"
"405"	"405"	"1.44696888641517"	"POLR3A|11128"	"MYST4|23522"	"SAMHD1|25939"	"SYNRG|11276"	"HERC6|55008"	"THSD4|79875"	"RSAD2|91543"	"FAM122A|116224"
"406"	"406"	"1.37367687536153"	"NR2F6|2063"	"RAB11B|9230"	"RMND5A|64795"	"POLR2B|5431"	"SLC25A24|29957"	"GPR133|283383"	"LPXN|9404"	"SASH3|54440"
"407"	"407"	"1.35087093339882"	"BAT1|7919"	"SFRS5|6430"	"PNPO|55163"	"ESCO1|114799"	"UBP1|7342"	"WDR19|57728"	"VGLL4|9686"	"LY75|4065"
"408"	"408"	"1.47204474493799"	"MYL12B|103910"	"TMEM208|29100"	"ATP6V0D1|9114"	"STC2|8614"	"DTYMK|1841"	"SCAND1|51282"	"TEAD3|7005"	"USP14|9097"
"409"	"409"	"1.26152159532464"	"NOP2|4839"	"APH1A|51107"	"FTL|2512"	"FBXL14|144699"	"CD47|961"	"SENP3|26168"	"MRPS23|51649"	"SAP30BP|29115"
"410"	"410"	"1.26977970216378"	"APH1B|83464"	"AAGAB|79719"	"CCNJL|79616"	"AQP4|361"	"TSPAN9|10867"	"ABCC5|10057"	"SLC38A10|124565"	"KARS|3735"
"411"	"411"	"1.37438318630709"	"POLR1A|25885"	"IFT20|90410"	"MACC1|346389"	"LZTFL1|54585"	"SIRPA|140885"	"TSFM|10102"	"COMT|1312"	"FAM20C|56975"
"412"	"412"	"1.4177362336482"	"MYO1F|4542"	"TMC8|147138"	"ANKRD46|157567"	"AZIN1|51582"	"TSC2|7249"	"C8orf76|84933"	"SCARA5|286133"	"C15orf52|388115"
"413"	"413"	"1.36347259910455"	"RABEP1|9135"	"UBE2G2|7327"	"METRNL|284207"	"PWP2|5822"	"MTHFR|4524"	"FNBP4|23360"	"C1orf122|127687"	"C3|718"
"414"	"414"	"1.37222314816843"	"KIAA1274|27143"	"METTL13|51603"	"FBXL3|26224"	"PTMA|5757"	"HNRNPA0|10949"	"PXDN|7837"	"ARHGAP26|23092"	"KCTD3|51133"
"415"	"415"	"1.40266370110096"	"HCK|3055"	"IMP4|92856"	"SLFN5|162394"	"RSU1|6251"	"C11orf2|738"	"B3GAT3|26229"	"STAU2|27067"	"RPS6KA4|8986"
"416"	"416"	"1.4736627215371"	"PSMC4|5704"	"RBM42|79171"	"FASTK|10922"	"CDCA4|55038"	"ATP6V1F|9296"	"TMEM147|10430"	"LRCH4|4034"	"CNOT1|23019"
"417"	"417"	"1.31645722967832"	"RAPGEF2|9693"	"USP24|23358"	"RAVER2|55225"	"CCDC69|26112"	"NUPR1|26471"	"LOC283070|283070"	"PON2|5445"	"HGD|3081"
"418"	"418"	"1.21972033322959"	"TBX4|9496"	"MEST|4232"	"MUC1|4582"	"DDX11|1663"	"YIPF6|286451"	"TRIM8|81603"	"KIAA1598|57698"	"GNB2|2783"
"419"	"419"	"1.28092437214055"	"TFG|10342"	"ZNF468|90333"	"NCS1|23413"	"RND3|390"	"IP6K1|9807"	"HIATL1|84641"	"ACTG2|72"	"B3GALNT2|148789"
"420"	"420"	"1.41031754937623"	"MRPL12|6182"	"KDM2A|22992"	"ARHGDIA|396"	"LPCAT4|254531"	"C1orf9|51430"	"SAPS3|55291"	"C14orf166|51637"	"ZC3HAV1|56829"
"421"	"421"	"1.19559128411574"	"HNRNPL|3191"	"TMCC3|57458"	"BDH2|56898"	"PDE3B|5140"	"NRGN|4900"	"CFI|3426"	"MST4|51765"	"LFNG|3955"
"422"	"422"	"1.20015992055748"	"ITIH5|80760"	"PRAME|23532"	"RPL37|6167"	"PRIC285|85441"	"ATP8B1|5205"	"TYW1|55253"	"RNF123|63891"	"NCKIPSD|51517"
"423"	"423"	"1.31496252970053"	"HMBS|3145"	"BIRC6|57448"	"NCOA1|8648"	"MEA1|4201"	"SLC6A8|6535"	"FBXO34|55030"	"GPR126|57211"	"LPHN1|22859"
"424"	"424"	"1.21546458222459"	"CKS1B|1163"	"DDX42|11325"	"SRGAP2|23380"	"SLC35A1|10559"	"SP2|6668"	"PHACTR4|65979"	"TTC38|55020"	"NFIB|4781"
"425"	"425"	"1.29175133114162"	"LCLAT1|253558"	"WBSCR16|81554"	"ZBED5|58486"	"USP3|9960"	"TOP1MT|116447"	"SLC16A3|9123"	"USP18|11274"	"POR|5447"
"426"	"426"	"1.31832764913902"	"APOA1BP|128240"	"CASP2|835"	"TCEA1|6917"	"WDR90|197335"	"FNDC3B|64778"	"GUF1|60558"	"F11R|50848"	"RB1CC1|9821"
"427"	"427"	"1.24271084322008"	"CCT5|22948"	"MMRN1|22915"	"C1orf226|400793"	"CFH|3075"	"CXCL16|58191"	"VARS2|57176"	"PPP1R10|5514"	"OSBPL2|9885"
"428"	"428"	"1.43076186383917"	"H2AFX|3014"	"PREX1|57580"	"GBP5|115362"	"GBP1|2633"	"TAP1|6890"	"NOTCH2|4853"	"HNRNPC|3183"	"GBP2|2634"
"429"	"429"	"1.28911452886185"	"FGFR2|2263"	"PROM1|8842"	"ALOX15|246"	"IRF6|3664"	"SNRPA|6626"	"MIOS|54468"	"HERPUD2|64224"	"POLDIP2|26073"
"430"	"430"	"1.16381803817979"	"PMP22|5376"	"UTP6|55813"	"RASGRF1|5923"	"SESTD1|91404"	"SDK1|221935"	"TMC5|79838"	"SPRED2|200734"	"SECISBP2|79048"
"431"	"431"	"1.45856458420094"	"CBX1|10951"	"ACY1|95"	"PAIP2|51247"	"RINT1|60561"	"DLD|1738"	"HSPA9|3313"	"GNPAT|8443"	"CHST2|9435"
"432"	"432"	"1.14051673536052"	"ADH1B|125"	"DDX52|11056"	"TUFM|7284"	"MKRN1|23608"	"OPLAH|26873"	"MORF4L2|9643"	"RUNX3|864"	"LTV1|84946"
"433"	"433"	"1.28405778691178"	"TBRG4|9238"	"COIL|8161"	"GOLGA3|2802"	"ATXN2|6311"	"BACH1|571"	"TNPO1|3842"	"PPP2R3A|5523"	"TWISTNB|221830"
"434"	"434"	"1.15560306640669"	"TACC3|10460"	"C1QC|714"	"HSD3B7|80270"	"RPAP3|79657"	"KLHDC8B|200942"	"MLLT3|4300"	"PXMP4|11264"	"TBC1D8|11138"
"435"	"435"	"1.20906905541774"	"CREM|1390"	"PSMD11|5717"	"C7orf44|55744"	"HIST2H2AA3|8337"	"CSRNP2|81566"	"SH3BP4|23677"	"EEF1G|1937"	"PCBP2|5094"
"436"	"436"	"1.22650978033336"	"ETS1|2113"	"SUSD2|56241"	"CDC42EP3|10602"	"SRPR|6734"	"CRYBG3|131544"	"MED23|9439"	"LYRM2|57226"	"IPO7|10527"
"437"	"437"	"1.12220981659469"	"FARSB|10056"	"CCL14|6358"	"COG7|91949"	"TP53INP1|94241"	"C2orf67|151050"	"NTRK2|4915"	"ARSD|414"	"PPID|5481"
"438"	"438"	"1.18003030024561"	"ENAH|55740"	"FOXN3|1112"	"TAF8|129685"	"FAM105B|90268"	"LHPP|64077"	"MTMR12|54545"	"CCND3|896"	"TMOD2|29767"
"439"	"439"	"1.22465808853322"	"TSPAN4|7106"	"SLC25A22|79751"	"BNIP3|664"	"HAUS4|54930"	"MXI1|4601"	"PCK2|5106"	"FAHD1|81889"	"GTPBP5|26164"
"440"	"440"	"1.10467801999139"	"BRIX1|55299"	"NDRG2|57447"	"RAB12|201475"	"DLL4|54567"	"NFATC4|4776"	"TSPAN8|7103"	"IRS2|8660"	"EPC2|26122"
"441"	"441"	"1.37584546618174"	"CRTAP|10491"	"FAM13A|10144"	"HOMER3|9454"	"CCDC124|115098"	"C6orf108|10591"	"NIF3L1|60491"	"NOLC1|9221"	"C10orf119|79892"
"442"	"442"	"1.21032918097466"	"PEBP4|157310"	"DBN1|1627"	"ERF|2077"	"TARBP1|6894"	"TSPAN3|10099"	"LIG1|3978"	"FAM13B|51306"	"ATG12|9140"
"443"	"443"	"1.25628755395908"	"CSF3R|1441"	"MOBKL2C|148932"	"LRG1|116844"	"UBE2Z|65264"	"CALCOCO2|10241"	"PRPF3|9129"	"EXOC5|10640"	"TMX1|81542"
"444"	"444"	"1.31256531378438"	"MTHFD2|10797"	"ALDH1A1|216"	"STRADA|92335"	"KIAA0284|283638"	"AKT1|207"	"PXN|5829"	"METTL9|51108"	"FOXN2|3344"
"445"	"445"	"1.19609649844969"	"NUP85|79902"	"GPATCH4|54865"	"KCTD2|23510"	"FAM134C|162427"	"FGFRL1|53834"	"CCDC47|57003"	"TBC1D22B|55633"	"MLLT10|8028"
"446"	"446"	"1.28641701348245"	"CD302|9936"	"IFNGR1|3459"	"HNRNPM|4670"	"SSRP1|6749"	"ZBTB7B|51043"	"KIAA0649|9858"	"SMARCA4|6597"	"RELA|5970"
"447"	"447"	"1.1565633741608"	"ERAL1|26284"	"CDC42SE1|56882"	"CLDND1|56650"	"ZMYND11|10771"	"C10orf18|54906"	"TMEM9|252839"	"SLC44A1|23446"	"MED24|9862"
"448"	"448"	"1.16222577568132"	"PIK3R1|5295"	"EIF3B|8662"	"PRUNE|58497"	"GALNT6|11226"	"RAPGEF3|10411"	"TUBGCP6|85378"	"ITFG1|81533"	"MTCH2|23788"
"449"	"449"	"1.28925666643799"	"NOL6|65083"	"CACYBP|27101"	"LRRK2|120892"	"NDUFB6|4712"	"UBE2A|7319"	"ASAP1|50807"	"PITPNA|5306"	"CLDN10|9071"
"450"	"450"	"1.36042633980873"	"GIGYF2|26058"	"MRPS6|64968"	"CCNYL1|151195"	"NFATC3|4775"	"CIRH1A|84916"	"UBE2B|7320"	"TANC1|85461"	"VPS13C|54832"
"451"	"451"	"1.15709340533295"	"SCARF1|8578"	"COPS7B|64708"	"RPUSD4|84881"	"CCDC82|79780"	"BLZF1|8548"	"ZMIZ2|83637"	"C2CD2|25966"	"MAGT1|84061"
"452"	"452"	"1.07615826330955"	"SCN7A|6332"	"KRTCAP3|200634"	"SLPI|6590"	"RAI14|26064"	"G3BP1|10146"	"NADK|65220"	"C6orf64|55776"	"EIF4E3|317649"
"453"	"453"	"1.15855410970131"	"DNAJC9|23234"	"SCAMP3|10067"	"GPR125|166647"	"GALNT4|8693"	"SIK1|150094"	"ADO|84890"	"RASD1|51655"	"C17orf81|23587"
"454"	"454"	"1.00561654886417"	"OGN|4969"	"AIMP2|7965"	"DUOXA1|90527"	"DNAH5|1767"	"MGAT4A|11320"	"ZMYND10|51364"	"TMEM98|26022"	"PTP4A2|8073"
"455"	"455"	"1.20471241149491"	"KCNAB2|8514"	"SCGB1A1|7356"	"OSBPL3|26031"	"BCAR3|8412"	"UGT1A6|54578"	"TELO2|9894"	"PIGQ|9091"	"RNPEP|6051"
"456"	"456"	"1.37433738152683"	"DENR|8562"	"PPP1R12A|4659"	"RNF213|57674"	"IFIT2|3433"	"FBXO21|23014"	"MAFG|4097"	"SFTPA2|729238"	"TRUB1|142940"
"457"	"457"	"1.22211683023954"	"IL7R|3575"	"C5orf32|84418"	"VDAC1|7416"	"GRLF1|2909"	"SIPA1L3|23094"	"ZMIZ1|57178"	"SBNO1|55206"	"TNFRSF14|8764"
"458"	"458"	"1.28689909221003"	"TUBA1C|84790"	"SH2B3|10019"	"TRRAP|8295"	"LMTK2|22853"	"SOAT1|6646"	"OXR1|55074"	"CARD10|29775"	"NOMO2|283820"
"459"	"459"	"1.10616394670318"	"SAP30L|79685"	"FOS|2353"	"BTK|695"	"VAV1|7409"	"POLR2E|5434"	"C16orf13|84326"	"HCFC1R1|54985"	"HSPA4|3308"
"460"	"460"	"1.10046049999665"	"TUBG1|7283"	"PLA2G15|23659"	"NOL3|8996"	"EML4|27436"	"TMEM97|27346"	"SPTLC2|9517"	"DOCK9|23348"	"ABHD12|26090"
"461"	"461"	"1.27941189658539"	"PTCD1|26024"	"TECPR1|25851"	"C7orf23|79161"	"MALL|7851"	"CD81|975"	"GNPTG|84572"	"C9orf150|286343"	"TLR2|7097"
"462"	"462"	"1.30306475586132"	"ZBTB16|7704"	"RRP1B|23076"	"RAB40C|57799"	"GNG5|2787"	"CD63|967"	"ZZZ3|26009"	"DDX39|10212"	"NUCB1|4924"
"463"	"463"	"1.11759061607623"	"GALC|2581"	"RNF115|27246"	"CALHM2|51063"	"PDZK1IP1|10158"	"SFTPD|6441"	"ZFAND5|7763"	"KIAA0317|9870"	"HIPK2|28996"
"464"	"464"	"1.24510016405767"	"MRPS24|64951"	"VPS45|11311"	"GLYR1|84656"	"KRT19|3880"	"HAGH|3029"	"CD44|960"	"URGCP|55665"	"MYO18A|399687"
"465"	"465"	"1.13909883098962"	"SFTPA1|653509"	"MOBKL2B|79817"	"AP1M2|10053"	"KRAS|3845"	"KLK11|11012"	"C10orf81|79949"	"ELK1|2002"	"TFE3|7030"
"466"	"466"	"1.09643502530582"	"AQP1|358"	"CCDC137|339230"	"HRAS|3265"	"MICAL2|9645"	"TMEM183A|92703"	"DAK|26007"	"SLC43A2|124935"	"CEPT1|10390"
"467"	"467"	"1.27308220957811"	"B2M|567"	"PSMB8|5696"	"P4HA1|5033"	"ARRDC4|91947"	"GNL1|2794"	"CSK|1445"	"PRKAA1|5562"	"SH3BP2|6452"
"468"	"468"	"1.05435274264785"	"SLA|6503"	"ZNF385B|151126"	"FAM20A|54757"	"CLIP4|79745"	"CTDSP1|58190"	"TKT|7086"	"SP140L|93349"	"DAPK1|1612"
"469"	"469"	"1.23881926969792"	"INTS4|92105"	"MRPS10|55173"	"SART1|9092"	"ENPP4|22875"	"CLDN3|1365"	"FLNB|2317"	"TUT1|64852"	"AXIN1|8312"
"470"	"470"	"1.17721382680165"	"C17orf103|256302"	"C17orf71|55181"	"PRKAR1A|5573"	"C6orf120|387263"	"FERMT3|83706"	"CYTIP|9595"	"CORO1B|57175"	"ZNF292|23036"
"471"	"471"	"1.23626129266939"	"SPAG7|9552"	"DERL2|51009"	"WHSC2|7469"	"MRPL35|51318"	"GNB4|59345"	"EPSTI1|94240"	"SNAP23|8773"	"EPB49|2039"
"472"	"472"	"1.32200718796524"	"TRIM11|81559"	"VEZT|55591"	"FOXRED2|80020"	"CENPB|1059"	"METAP2|10988"	"PCNA|5111"	"IMPDH2|3615"	"NR1D1|9572"
"473"	"473"	"1.26249371842886"	"MRPL34|64981"	"MRPS12|6183"	"THOC2|57187"	"NFKBIB|4793"	"GPR137|56834"	"LRRN4|164312"	"NGFRAP1|27018"	"TCEAL8|90843"
"474"	"474"	"1.14440949920801"	"KIAA0408|9729"	"FOXP1|27086"	"CHD4|1108"	"UFC1|51506"	"KIFC2|90990"	"CMPK1|51727"	"AGAP3|116988"	"KTN1|3895"
"475"	"475"	"1.07936430974763"	"CHRDL1|91851"	"BCORL1|63035"	"C1orf31|388753"	"DCAF16|54876"	"SPIN1|10927"	"NCBP1|4686"	"PGAP3|93210"	"C5orf62|85027"
"476"	"476"	"1.14699933404298"	"RORA|6095"	"CERK|64781"	"CABLES1|91768"	"C20orf11|54994"	"OAS3|4940"	"NUBP1|4682"	"RGS19|10287"	"SFRS11|9295"
"477"	"477"	"1.01633523806721"	"SNRPA1|6627"	"SGK1|6446"	"TOP1|7150"	"TSEN54|283989"	"SDC4|6385"	"CSNK1A1|1452"	"MAP3K5|4217"	"MBD2|8932"
"478"	"478"	"1.17321193445943"	"PRICKLE1|144165"	"CCT6A|908"	"NPRL3|8131"	"FAM45A|404636"	"CUL9|23113"	"TACC2|10579"	"ARFGAP3|26286"	"ACO2|50"
"479"	"479"	"1.1298568590782"	"TACO1|51204"	"TPR|7175"	"YIF1A|10897"	"FAM60A|58516"	"TNRC6A|27327"	"ABHD4|63874"	"ZNRF2|223082"	"BCR|613"
"480"	"480"	"1.09170099625526"	"MDH2|4191"	"MBP|4155"	"UBA6|55236"	"CNN3|1266"	"CDK6|1021"	"ZNHIT6|54680"	"LOC653566|653566"	"SH3GLB1|51100"
"481"	"481"	"1.37074876430025"	"DPY30|84661"	"ANAPC16|119504"	"ECD|11319"	"ARMC10|83787"	"CAPZA2|830"	"MXRA7|439921"	"CEBPZ|10153"	"FAM21B|55747"
"482"	"482"	"1.23983299053701"	"CHCHD8|51287"	"KIAA0406|9675"	"SYS1|90196"	"POLD3|10714"	"SF3B5|83443"	"HEBP2|23593"	"NFAT5|10725"	"TERF2|7014"
"483"	"483"	"1.20957021987945"	"COQ9|57017"	"C16orf80|29105"	"FKBP10|60681"	"CRTC3|64784"	"MSH6|2956"	"NAE1|8883"	"DECR1|1666"	"NDUFA4L2|56901"
"484"	"484"	"1.1227032203011"	"MCC|4163"	"CCDC86|79080"	"DHX8|1659"	"RPS8|6202"	"MLX|6945"	"CASC4|113201"	"LMBR1L|55716"	"IFFO2|126917"
"485"	"485"	"1.08463779278834"	"C19orf48|84798"	"EIF1AD|84285"	"NDUFS2|4720"	"UBE2M|9040"	"TXNDC12|51060"	"C1orf123|54987"	"SCARB1|949"	"PDLIM7|9260"
"486"	"486"	"1.11040364514092"	"ARHGAP30|257106"	"ABCF2|10061"	"ORMDL3|94103"	"POLR3H|171568"	"CHML|1122"	"TYMP|1890"	"TTC31|64427"	"AKNA|80709"
"487"	"487"	"1.1187486604274"	"PSMD4|5710"	"MYL12A|10627"	"ZC3H15|55854"	"PPARD|5467"	"LMNA|4000"	"MPP1|4354"	"CDC42EP1|11135"	"NAPG|8774"
"488"	"488"	"1.22209701927118"	"C6orf72|116254"	"COG6|57511"	"UFM1|51569"	"PSMB2|5690"	"PSKH1|5681"	"SLC27A4|10999"	"INTS5|80789"	"PLEKHJ1|55111"
"489"	"489"	"1.19632626268346"	"ZMYM2|7750"	"MPHOSPH8|54737"	"ANKHD1|54882"	"GBA|2629"	"GXYLT1|283464"	"VLDLR|7436"	"USP9X|8239"	"GPCPD1|56261"
"490"	"490"	"1.27056757223211"	"MTM1|4534"	"LAGE3|8270"	"TRAPPC5|126003"	"HMOX2|3163"	"SNN|8303"	"ASXL2|55252"	"AOX1|316"	"MINPP1|9562"
"491"	"491"	"1.15855693290211"	"C7orf28A|51622"	"PDCD11|22984"	"VKORC1|79001"	"BSPRY|54836"	"UBTD1|80019"	"MBD6|114785"	"TGOLN2|10618"	"RAB3GAP1|22930"
"492"	"492"	"1.38764023448996"	"PHGDH|26227"	"FIS1|51024"	"POLR2J|5439"	"PRMT5|10419"	"NGDN|25983"	"ASNS|440"	"ROBLD3|28956"	"LOC441869|441869"
"493"	"493"	"1.0913129701114"	"ZDHHC3|51304"	"FBLN1|2192"	"SFRP2|6423"	"TNFSF12-TNFSF13|407977"	"PTGIS|5740"	"FSTL1|11167"	"FZD6|8323"	"STC1|6781"
"494"	"494"	"1.00143749175727"	"YKT6|10652"	"C1orf77|26097"	"STAMBP|10617"	"CCDC88C|440193"	"TFDP1|7027"	"HGSNAT|138050"	"LAMP1|3916"	"KLHDC5|57542"
"495"	"495"	"1.21478981940033"	"TCF4|6925"	"STXBP2|6813"	"SPARC|6678"	"DCHS1|8642"	"EBAG9|9166"	"AP3D1|8943"	"VCL|7414"	"BRP44L|51660"
"496"	"496"	"1.16764465581548"	"NISCH|11188"	"NEK4|6787"	"HDGFRP3|50810"	"TYK2|7297"	"CCDC68|80323"	"NFAM1|150372"	"TUBA4A|7277"	"NDUFS7|374291"
"497"	"497"	"1.03864690700474"	"GSS|2937"	"SLC39A4|55630"	"LMAN1|3998"	"HDHD2|84064"	"RBMX|27316"	"UBB|7314"	"SH3BGRL2|83699"	"BTBD3|22903"
"498"	"498"	"1.06194920802595"	"PIK3R5|23533"	"MARS|4141"	"CDHR3|222256"	"ATF1|466"	"SMEK2|57223"	"SLC25A37|51312"	"ZNF238|10472"	"FBXO11|80204"
"499"	"499"	"1.08726446416335"	"SIGLEC1|6614"	"BIRC3|330"	"TUBB2A|7280"	"TNFAIP3|7128"	"PLAC8|51316"	"APEX2|27301"	"UBR5|51366"	"AMFR|267"
"500"	"500"	"0.933461652074608"	"SLCO2B1|11309"	"ITM2B|9445"	"LYN|4067"	"NFATC1|4772"	"MYLIP|29116"	"SMAGP|57228"	"MAPK14|1432"	"DNTTIP2|30836"
